0 7.28448437616123 0 0 0 6.57654554076585 5.9401376286435 2.22117058452086 3.07590755804193 7.7258985108899 7.52320908817831 0 0 2.77506977436482 2.27227157628781 2.84056579170163 0 4.00465289299459 1.83258355765028 5.96587579391611 3.52560816294603 3.98231569145428 0 0 1.59105220729503 0 0 1.62246763080442 4.02983685642211 0 0 1.70504164434642 1.64674980942383 0 2.24094478983981 2.32695324623103 2.58320271126462 0 1.76995872379034 0 0 1.6181708472639 0 1.92082343815153 3.10669994536478 0
7.28448437616123 0 1.67127484904763 0 0 3.64759567665185 6.15749414690643 2.39307034357633 2.74378906554897 4.29836524074354 7.55253145051977 0 0 3.27582918790265 2.4850344182986 1.98062082021346 0 4.45833315009446 1.52725326386014 2.67696134457707 3.6249468959202 2.25584082509521 0 0 2.38393673950579 0 0 1.96006124447671 3.67581340462985 0 1.58904913154212 0 0 0 1.60279078699943 2.59083070739367 2.32846450001278 1.9488144852281 0 0 0 2.0346725875588 0 0 4.97613977089914 1.88354972865963
0 1.67127484904763 0 0 1.70057922433769 0 0 0 0 0 1.86039843102363 0 0 1.55420743063074 1.78145752466927 0 0 0 4.34581825769673 0 0 0 0 0 3.06007092740078 0 0 2.53038492096018 0 1.54171669142605 0 0 0 0 0 0 1.53040850943054 1.63357165050949 1.98919231965706 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 1.70057922433769 0 0 0 0 0 0 0 1.92250439865319 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.60653796914638 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.57654554076585 3.64759567665185 0 0 0 0 3.30621084951931 1.61566687109932 1.74460836122745 6.03554019010674 4.69073158007464 0 0 3.20265337661522 1.69443438978721 2.21580791600388 0 3.11593007501335 0 5.02037145039899 1.92683103409673 4.17393931299479 0 0 0 0 0 0 2.25451875372293 0 0 2.1848055519185 1.93027239431989 0 2.36770725762749 0 2.4420581623092 0 1.73055584756716 0 0 0 0 1.70063464395448 2.11538455849581 0
5.9401376286435 6.15749414690643 0 0 0 3.30621084951931 0 1.69246307534739 4.45025734951974 3.0041922271411 2.67481745484296 0 0 0 0 2.71238690307384 0 3.24701636847794 0 4.17117242057934 0 6.13035848454646 0 0 0 0 0 0 6.41340996366568 0 0 0 0 0 1.8069184176086 1.65667536241399 0 0 0 0 0 0 0 0 5.18131400739503 1.50443492457049
2.22117058452086 2.39307034357633 0 0 0 1.61566687109932 1.69246307534739 0 1.87145439109761 1.77728611786547 2.98762911718403 0 0 2.24218062182237 1.55126231339274 1.6532755745813 0 1.828415671364 1.78483060919113 2.15091958121207 0 2.01183013431908 0 0 1.5488277717363 0 0 1.81651382127454 2.29434085333154 0 0 1.61494993672478 0 0 1.53795411047332 1.62364342663711 1.9367067483894 0 0 0 0 1.56306199870766 0 0 0 0
3.07590755804193 2.74378906554897 0 0 0 1.74460836122745 4.45025734951974 1.87145439109761 0 1.90396588925887 2.40039388051766 0 0 1.74673405718046 0 1.89034985342855 0 1.88766825408344 0 2.99244376412382 0 5.2194851588043 0 0 0 0 0 0 6.12122852190679 0 0 0 0 0 0 1.64546471905133 0 0 0 0 0 0 0 0 1.99632154108624 2.52566920218295
7.7258985108899 4.29836524074354 0 0 0 6.03554019010674 3.0041922271411 1.77728611786547 1.90396588925887 0 7.40559985950475 0 0 3.82689609948854 1.72012126913167 2.66980032677509 0 1.92677545270484 0 3.85445272152731 0 4.51534039005536 0 1.63252180142973 0 0 0 1.63123887145238 2.79108915599225 0 0 0 0 0 1.62179638640126 0 2.8235534740995 0 0 0 0 0 0 5.71216442251377 2.71717039431186 0
